Country Name,Country Code,Indicator Name,Indicator Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Lao PDR,LAO,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.0,0.0,0.0,,,0.009657814,0.037780708,0.111044,0.181664,0.267899,0.333912,0.361434,0.850357,1.16989,1.64,3.55,6.0,7.0,9.0,10.7477,12.5,14.26,18.2,21.87,25.5104,36.3,47.0323,54.0,62.0,66.1548,
Lebanon,LBN,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.0,0.0,0.071617991,0.140166939,1.241079739,2.722352199,5.376809498,7.95274,6.78322,7.0,8.0,9.0,10.14,15.0,18.74,22.53,30.14,43.68,52.0,61.2498,70.5,73.0,74.0,76.11,78.1808,80.9,84.3,87.8607,87.8626,90.0522,
Liberia,LBR,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.0,0.0,0.0,,0.004489443,0.004099387,0.011328732,0.0177027,0.0338122,0.0327133,0.0318689,0.0310112,,,0.551377,0.53,2.0,2.3,2.5,2.6,3.2,5.41,10.0,15.7,16.3,18.9,23.4826,27.4519,27.8136,30.1275,
Libya,LBY,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.133617289,0.187043,0.366533,2.24442,2.81452,3.53284,3.91779,4.30105,4.722,9.0,10.8,14.0,14.0,15.2,16.5,17.76,,,,,,87.5754,84.3378,88.4281,
St. Lucia,LCA,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.0,0.0,0.305656686,0.670465974,0.992168483,1.304988973,1.932105802,5.09048,8.18186,14.6418,20.9825,21.3952,21.5676,24.5,27.9,30.0,31.0,32.5,34.0,45.865,49.4,53.2,57.3,61.7,66.4,69.4,72.5,75.8162,75.122,74.1859,
Latin America & Caribbean,LCN,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0022112164698719584,0.009616998637186134,0.02112182911316879,0.043305332383678154,0.10557495504624777,0.31010797225547143,0.6091092879315424,1.2292742897465456,2.048838900933692,3.8864289363888416,5.630853184106148,8.860225372621787,11.2651191895568,14.393676721252652,16.6,20.7,23.7,26.5,31.0,34.7,39.3,43.0,46.1,48.7,54.3,57.5,62.3,65.3,68.0,74.1,76.0,77.6,81.0
Least developed countries: UN classification,LDC,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.0,0.00010337225841934832,0.00034320016491224114,,0.008657157105710467,0.021423482891026472,0.05829106702334162,0.09912904194768248,0.14385642895026496,0.2336081345991864,0.35149866695766685,0.5340722611124276,0.7479273705590102,1.0636205857290242,1.8023463282467793,1.899154042548789,2.4072153986294222,3.1163125941441248,3.7874609571961217,4.682019072736344,5.828080879834648,8.647375914133061,10.546843171747959,14.045282783514422,16.272597533511522,19.05721669987336,22.97457281096755,25.324541545564138,28.280206871647678,30.71570630881726,
Low income,LIC,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.0,0.0,0.0002186002218869291,0.0018209951249960252,0.010174497207700636,0.02390853116473543,0.052656654858447026,0.07854638086808323,0.12065087624397666,0.2908539487598216,0.42028256084467747,0.5804837849624763,0.8,1.1,2.1,2.5,3.1,3.7,4.2,4.9,5.7,7.0,8.9,10.3,12.1,14.0,17.5,18.8,21.6,23.7,27.1
Liechtenstein,LIE,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.0,0.0,0.0,,,,,36.5152,45.1169,59.4707,58.8097,64.0074,63.3714,64.2142,65.0802,70.0,75.0,80.0,85.0,89.4077,93.8,95.21,96.6412,98.0939,99.5466,,93.1461,94.3499,95.5694,96.8046,
Sri Lanka,LKA,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.0,0.002765448,0.005484436,0.054464499,0.162464548,0.296351104,0.348414425,0.64741,0.793822,1.05042,1.45858,1.44616,1.79205,2.53757,3.88,,,,,,,10.5,15.26,22.19,25.1,28.3,32.0,36.1847,44.4531,50.1067,
Lower middle income,LMC,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.00005641971847308352,0.00014314850210843388,0.0011025058795659272,0.01629492157902058,0.034945057068834016,0.060337840403964414,0.14827865011999977,0.26674172412520464,0.525487954030028,0.7545598553285435,1.5211046658566898,2.0391763700895065,2.9278235527442735,3.6,4.4,5.6,6.4,7.5,10.1,12.2,13.6,15.2,17.2,19.3,21.8,24.3,27.3,33.7,43.4,46.8,49.7,53.4
Low & middle income,LMY,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0003688243105510184,0.0012721922526966337,0.0034772974201415442,0.008881126709400824,0.02840011537577257,0.06943757936181547,0.14181134743998114,0.3262393083890805,0.6835345528760258,1.3917045705519864,1.9771752484167475,3.3786949013278345,4.342618263812033,5.51028479326329,6.51519528475105,8.015085145411893,10.439892353367156,12.99056782542875,15.622123050405879,19.07916985427981,21.80133775200985,24.14439319656114,26.256048193780234,28.688342211655442,31.40861123996973,34.102606389247846,36.64262254063495,40.39666405610371,45.70258308510342,52.288853931873,55.8635469263053,62.04453000442647,
Lesotho,LSO,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.00284594,0.005584433,0.010956533,0.05380446,0.211806,0.26115,1.08394,1.5325,2.17552,2.58025,2.97971,3.44543,3.58,3.72,3.86,7.0,10.0,15.0,22.0,25.0,32.4539,39.0,40.8,42.3017,40.4172,43.6957,47.0368,
Late-demographic dividend,LTE,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0005494338628381567,0.0030356708427193963,0.008757765222118945,0.02579625231339683,0.05669774579818634,0.14194564592285544,0.27240310466115014,0.634710524068945,1.2726058703642378,2.479263768780076,3.565933215228501,5.9232216261009505,8.04505660932321,10.391130719905739,12.288044502333264,15.128115946608238,19.959586903445768,25.71547435197769,31.67851949147231,36.626069918680926,40.82656231524811,45.04455031596017,47.997403020694506,50.7772641135649,53.38066613267727,56.81387839695888,59.09925242099585,63.80575271054922,68.1727844887852,73.61347079002856,76.58972997109564,78.84284508903697,80.80265438217683
Lithuania,LTU,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.277421291,0.978422157,1.972063745,2.9230547,6.42707,7.17936,17.69,25.91,31.23,36.22,43.9,49.9,55.22,59.76,62.12,63.64,67.23,68.4529,72.1335,71.3781,74.3766,77.6153,79.7226,81.5819,83.0555,86.9305,87.7242,88.5029
Luxembourg,LUX,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.153198791,0.302155121,0.496486119,1.590941911,5.551653306,7.142704085,11.74555372,17.3879578,22.8873,36.1634,39.84,54.55,65.88,70.0,72.51,78.92,82.23,87.31,90.62,90.0299,91.9499,93.7765,94.6702,96.3767,98.1367,97.363,97.0613,97.1206,98.4596,98.6609,98.242,99.3479
Latvia,LVA,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.812717072,2.053454712,3.315267886,4.387409055,6.31906,7.21935,21.94,26.98,38.58,46.0,53.63,59.17,63.41,66.84,68.42,69.75,73.1199,75.2344,75.8261,79.2006,79.8421,80.1141,83.5772,86.1355,88.898,91.1796,91.0301,92.1879
"Macao SAR, China",MAC,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.0,0.036993376,0.280014086,0.727273598,2.364127672,7.003324245,9.212005085,13.6086,22.5212,25.1719,25.7421,31.4841,34.8629,46.4,47.327,49.24,54.0,55.198,60.2037,61.31,65.8,69.7809,77.6001,81.643,83.1741,83.7941,86.4679,87.4623,88.4681,89.7864,
St. Martin (French part),MAF,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.0,0.0,0.003710492,0.005675444,0.021635203,0.142300767,0.175595345,0.693791,1.37144,2.37325,3.35337,11.6079,15.0844,19.7712,21.5,33.1,41.3,52.0,46.1075,55.4161,56.0,56.7746,57.08,58.2712,61.7622,64.8039,84.1204,84.1204,88.1303,89.9,
Monaco,MCO,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.0,0.0,0.0,,,,,42.1849,46.6461,48.0471,49.4912,52.4902,55.4648,61.476,64.3777,67.25,70.1,75.0,80.3,87.0,90.7,92.4,93.3633,95.2082,97.053,,83.3397,98.5709,98.3776,98.3776,
Moldova,MDA,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.0,0.000825391,0.003457217,0.004643901,0.028128808,0.260818206,0.600695269,1.28285,1.48781,3.78724,7.40754,10.6294,14.6303,19.6206,20.45,23.39,27.5,29.68,32.07,34.65,37.44,67.0,69.0,71.0,49.9,50.3,57.7605,58.2153,60.4747,63.5349,
Madagascar,MDG,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.003695196,0.014333647,0.062561023,0.168608781,0.196395,0.222512,0.33972,0.423252,0.525354,0.567722,0.607552,0.65,1.65,1.63,1.7,1.9,2.3,3.0,3.7,4.17397,4.71366,6.4,8.7,11.8314,15.8196,18.1313,20.5777,
Maldives,MDV,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.22693009,0.309444238,0.569627464,1.119908615,2.20387,3.61729,5.34777,5.97659,6.58825,6.86961,11.0364,16.3,23.2,24.8,26.53,34.0,38.9301,44.1,49.28,54.462,59.5,65.0,70.9,77.4697,79.0978,85.2343,83.9119,
Middle East & North Africa,MEA,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.00207254077112048,0.004020833145048375,0.0058202434752506645,0.008255953300354512,0.013511151208632085,0.03176987805816128,0.08556825556558109,0.2335002798762529,0.4984783202005179,0.9419800806013953,1.7193114142042398,2.073183032962784,3.753010681427786,5.113143538445602,8.409178045836756,9.8,11.8,15.1,18.8,21.7,24.9,27.8,31.2,35.2,39.9,44.1,48.2,54.8,58.1,63.4,69.8,72.6,75.5,77.7
Mexico,MEX,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.005880695,0.01730781,0.028305042,0.043339167,0.10256419,0.20040628,0.62731154,1.265783278,1.857436221,5.08138,7.03802,11.9,12.9,14.1,17.21,19.52,20.81,21.71,26.34,31.05,37.1763,39.75,43.46,44.3857,57.431,59.5404,53.0318,56.6596,69.6321,71.4902,75.6265,78.6322,81.1832
Marshall Islands,MHL,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.037059432,,,0.966071567,1.53427,1.70661,2.33544,2.56975,3.59978,3.8787,3.79559,3.95,4.6,5.6,7.0,10.0,12.5,14.0,16.8,19.2824,29.7878,38.7012,,,71.2288,72.2377,73.2238,
Middle income,MIC,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.00039646453781387673,0.001368717267229401,0.0037450780272997846,0.00957358903963379,0.030624716926895137,0.07414898451272013,0.15218662142460895,0.3502484709090136,0.7335485660339134,1.5035540645136114,2.137651695174595,3.6495512013176743,4.6923473419488895,5.955213950723829,7.029058983038201,8.591205906771862,11.224726170819535,13.968940226476668,16.794085501443288,20.492548648304087,23.485018672405477,25.99343879009822,28.300372716285015,30.730150817984885,33.55078396987516,36.486507360215086,39.217283375015334,42.948127981326934,48.72409342714907,56.15206018196219,59.61257916201467,67.18914722028224,
North Macedonia,MKD,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.0,0.0,0.04074384,0.075995734,0.503985009,1.002861666,1.49733026,2.48557,3.46818,17.33,19.07,24.44,26.45,28.62,36.3,46.04,51.77,51.9,56.7,57.4499,65.24,68.0585,70.3802,72.1568,74.5168,79.1678,81.4129,81.4055,83.0182,84.2304,
Mali,MLI,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.002055228,0.010085919,0.019793888,0.060909873,0.142546,0.185897,0.227046,0.310364,0.43282,0.507063,0.729627,0.81,1.57,1.8,2.0,2.2,2.8,3.5,7.0,10.33,14.0,18.9,21.4,22.3111,28.3043,30.4642,33.0528,
Malta,MLT,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.0,0.0,0.224995699,1.051527475,3.920605132,6.500783995,7.759798038,13.1137,17.8778,28.92,31.64,34.62,41.24,40.41,46.9,50.08,58.86,63.0,68.0198,68.1999,68.9138,73.1141,75.96,78.0751,81.0119,81.658,85.7786,86.8588,87.4698,91.5406,91.9155
Myanmar,MMR,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.000151709,,0.000289277,0.000426494,0.0240641,0.0243374,0.0652389,0.182048,0.217128,0.22,0.22,0.25,0.98,1.4,1.8,7.4,10.9,16.0,23.6211,33.7204,48.1377,41.95429049,44.02167324,,
Middle East & North Africa (excluding high income),MNA,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.00024260531877834775,0.0019944119380596054,0.011323049428452048,0.026861696712338776,0.08001870479064581,0.17026411723779908,0.43881067755628217,0.8665510537306842,1.1542321262087771,2.816669672243791,4.041313678255252,7.489227717905514,8.59027822194735,9.956972763201977,11.959699164878982,15.054225423259597,17.744532390472564,20.667770764126725,22.957380034582112,25.93660974867064,29.63916111886993,34.53569756743164,38.95971594126207,42.995916335489234,50.805981683054526,54.18562076817558,62.25912712065616,64.48026437023402,69.12750028976893,72.68458996369485,
Montenegro,MNE,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,25.3501,27.1,28.9,30.8,32.9,35.1,37.5,35.6115,56.8388,60.31,63.8869,68.1198,69.8816,71.2723,71.5171,73.4767,77.6088,82.2197,88.2219,
Mongolia,MNG,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.0,0.0,0.008811225,0.018160749,0.112742554,0.145810542,0.50847156,1.25565,1.65324,2.03957,,,,,9.0,9.8,10.0,10.2,12.5,16.4,17.7,19.9424,22.5,22.2658,23.7143,47.13,51.08,62.5,81.6068,83.9145,
Northern Mariana Islands,MNP,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.003042979,0.011842611,0.020197055,0.056250629,0.109593,0.160032,0.259613,0.419539,0.679448,0.854357,0.842954,0.91,1.56,2.68,4.17,4.6,5.0,5.5,6.0,6.5,7.0,7.79633,10.9,14.6386,17.8299,19.9696,21.207,
Mauritania,MRT,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.0,0.0,0.0,,0.004172527,0.040594795,0.118464464,0.192031,0.261449,0.363229,0.424005,0.48147,0.669966,0.979661,1.43361,1.87,2.28,4.0,4.5,5.0,6.2,11.8,17.6,24.1,24.2,35.1,42.3207,41.0726,43.7936,44.3616,
Mauritius,MUS,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.183769158,0.475629193,2.565279962,4.652213227,7.28154,8.7809,10.2526,12.1871,13.6891,15.1722,16.7,20.22,21.81,22.51,28.33,34.95,35.42,40.1168,44.8033,50.1393,52.1913,55.4032,58.5962,61.73,67.7329,71.6,75.5,
Malawi,MWI,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.0,0.0,0.0,,0.004668518,0.018057365,0.087278755,0.126781,0.164021,0.215095,0.278815,0.347505,0.384489,0.425137,0.965865,0.7,1.07,2.26,3.33,4.3506,5.05,5.83,6.0,6.3,7.0,8.0,14.6,22.2466,26.9325,27.6609,18.0
Malaysia,MYS,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.001047822,0.025538478,0.099607417,0.145673837,0.852044466,2.307393234,6.751770483,12.3055022,21.3847,26.696,32.3382,34.9712,42.2523,48.6292,51.638,55.7,55.8,55.9,56.3,61.0,65.8,57.0575,63.6654,71.0641,78.7883,80.1405,81.201,84.1871,89.555,96.7514,97.3986,97.6927
North America,NAC,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.7420732437352284,1.1035611676817534,1.6430556803026186,2.16280954150505,4.614666007817479,8.732886180073809,15.462129549635353,20.970108385586702,29.58181169002699,35.88268761730924,43.89345022277585,50.180907171402055,59.06173275821081,61.943383410735045,64.87581199424854,68.3,69.3,74.8,74.3,71.9,72.5,71.0,75.5,72.8,74.4,76.1,86.1,87.8,89.1,89.7,96.1,96.4,96.8,97.3
Namibia,NAM,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.0,0.0,0.006172051,0.009032145,0.058750679,0.286745093,0.336217708,1.64474,2.41698,2.6337,3.35984,3.80472,4.01005,4.39887,4.83561,5.329,6.5,11.6,12.0,12.9414,13.9,14.84,25.6879,31.0333,36.8374,42.8,49.8,57.8608,61.1132,62.215,
New Caledonia,NCL,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.0,0.0,0.005179013,0.252983946,0.989334969,1.936042825,5.688147323,13.9395,18.2371,22.3898,26.4083,30.298,32.359,33.5157,35.05,34.51,33.99,42.0,50.0,58.0,66.0,70.0,74.0018,,82.0058,,,,,,
Niger,NER,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.001039305,0.002008766,0.002911503,0.028136022,0.0362613,0.105185,0.127152,0.155699,0.189934,0.221341,0.294034,0.390391,0.7,0.76,0.83,0.9,1.05,1.15,1.24868,2.47622,4.32276,10.2243,,16.6119,13.8406,15.3108,16.937,
Nigeria,NGA,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.00883298,0.017237401,0.025231461,0.041038723,0.0640808,0.0899014,0.320462,0.558576,1.28614,3.54916,5.54504,6.77,8.0,9.3,11.5,13.8,16.1,19.1,21.0,22.5,24.1,25.9,27.7,29.7,31.8888,32.3318,35.4563,
Nicaragua,NIC,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.0,0.013166228,0.030046478,0.084093291,0.206216818,0.303808975,0.497901643,0.980216,1.4488,1.71473,1.88041,2.32066,2.56635,2.80557,3.9,5.3,7.3,10.0,10.6,13.5,15.5,17.6,19.7043,24.5718,30.4,37.6,44.9164,54.8543,54.7975,61.0524,
Netherlands,NLD,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.334386942,0.531496128,1.320008028,1.967087737,3.257308831,6.47315766,9.649069145,14.0655114,22.24382769,39.17600725,43.9844,49.3731,61.29,64.35,68.52,81.0,83.7,85.82,87.42,89.63,90.72,91.42,92.86,93.9564,91.6667,91.7241,90.411,93.1973,91.8919,93.2886,91.3333,92.053,92.5197,97.0068
Norway,NOR,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.707299448,1.407395158,2.216365832,2.783990846,4.152450292,6.423220493,18.25031077,20.41788144,22.56011255,40.0,52.0,64.0,72.84,78.13,77.69,81.99,82.55,86.93,90.57,92.08,93.39,93.49,94.65,95.0534,96.3005,96.8103,97.2982,96.3576,96.4917,98.0,94.6076,99.0,99.0,99.0
Nepal,NPL,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.0,0.0,0.000924878,0.004510473,0.021998858,0.064393596,0.146668869,0.204652,0.240015,0.312956,0.382811,0.449844,0.826551,1.14139,1.41,1.73,1.97,7.93,9.0,11.1493,13.3,15.44,17.5816,20.7,24.3,28.6,34.8055,37.6984,41.6083,49.5609,
Nauru,NRU,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2.98716,,,,,,,,,,54.0,,,,,,62.3851,,74.7379,81.6554,83.3424,82.6668,
New Zealand,NZL,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.285941241,0.631215367,3.168718848,4.88424078,8.041899368,14.6015244,31.63626081,41.49448266,47.3796,53.241,59.0808,60.9625,61.8476,62.7202,69.0,69.76,72.03,79.7,80.46,81.23,81.6445,82.78,84.0,85.2,86.5,87.7,89.0,89.8637,95.2342,95.7321,95.7299,
OECD members,OED,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.23445916818099313,0.37839852405012114,0.5956696270665907,0.8458646832992729,1.7100567849501795,3.2232895555652714,5.896576205887309,9.233307363759787,13.831743505069737,19.982429898979387,26.928898230109144,32.28721092768354,40.17037988615839,44.3414701193455,49.052014815423604,52.60899380098259,55.17371311061185,60.47746868406773,62.60897508573249,64.11976948585513,66.52442379933332,67.52946486859732,70.17783204282453,71.52751983154654,73.0869461641631,75.66553044011776,79.85735520876254,80.51803006392905,82.3873742992096,84.77753322168346,87.6514135672256,88.50821335842741,89.80502094203298,
Oman,OMN,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.439792805,0.862725306,2.515665987,3.52042,5.89384,6.8734,7.25574,6.75885,6.68358,8.29972,16.68,20.0,26.8,35.8278,48.0,60.0,66.45,70.22,73.53,76.8454,80.1856,85.5,90.2594,95.2323,95.7747,97.849,95.2517
Other small states,OSS,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.01477408215804612,0.059892434834234905,0.13289260001087536,0.396668243986263,0.8698029773774364,1.73304718645959,3.0059765945999826,5.154744656814487,6.5123344619880505,10.093306424369178,12.389347251899398,15.327662012750116,16.944156386731223,19.551729918052473,21.3804756504511,23.192271496296165,25.461633450661946,29.167682553323143,31.2995334339379,34.300819985099295,39.016240822417195,42.86610897176104,46.08841176653847,49.59351226660004,53.002638353047324,56.813415702964484,61.638370455921304,67.96119727889274,67.40993110255755,70.3682157051165,73.47551552073169,78.33026230123761,
Pakistan,PAK,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.0,0.0,0.000122702,0.00299173,0.027549238,0.043947719,0.055357238,,1.31855,2.57743,5.04116,6.16432,6.33233,6.5,6.8,7.0,7.5,8.0,8.0,8.1,9.0,10.0,11.0,12.3854,13.78,15.34,17.0709,18.9348,24.9775,32.9486,
Panama,PAN,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.0,0.007636899,0.056123043,0.219998526,0.539065541,2.750648071,3.836864509,6.5548,7.2684,8.51808,9.98742,11.1409,11.484,17.3496,22.29,33.82,39.08,40.1,42.7,40.3019,44.03,44.9238,51.2054,54.0,59.9506,61.8055,63.6284,72.61,73.0556,73.6085,
Peru,PER,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.0,0.008504578,0.033412305,0.24623258,0.403429701,1.19038044,1.952497608,3.07643,7.57876,8.96695,11.6,14.1,17.1,20.7,25.2,30.57,31.4,34.77,36.01,38.2,39.2,40.2447,40.8526,45.4617,50.4504,55.0543,59.9505,65.2518,71.1078,74.675,
Philippines,PHL,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.0,0.005844253,0.028585702,0.055946029,0.136912963,1.103405994,1.431608803,1.98225,2.52401,4.33228,4.85767,5.24363,5.39764,5.74059,5.97,6.22,9.0,25.0,29.0,30.8,32.7,34.7,36.9,39.2,41.6,44.1,43.0266,53.7649,63.4019,75.2111,
Palau,PLW,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,20.2439,21.6015,26.9703,,,,,,,,,,,,,,,,,,,
Papua New Guinea,PNG,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.002067023,0.100588321,0.234958542,0.667113315,0.835249,0.904104,1.32166,1.3744,1.50791,1.71619,1.75449,1.79056,1.15,1.61,1.28,2.0,3.5,5.1,6.5,7.9,9.60154,11.2092,,19.9783,24.3969,25.7426,26.991,
Poland,POL,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.005229468,0.052127181,0.129961704,0.389098144,0.647752333,1.295200255,2.073465474,4.102272002,5.45644373,7.28543,9.90067,21.15,24.87,32.53,38.81,44.58,48.6,53.13,58.97,62.32,61.95,62.31,62.8492,66.5987,67.997,73.3007,75.9854,77.5417,80.4359,83.1849,85.3749,86.9411,86.4147
Pre-demographic dividend,PRE,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.0,0.00012613635802900794,0.00037749007254101315,0.0048743119699074695,0.014070830536204077,0.028882411253879886,0.07413610007805002,0.1233262429542631,0.18633356354131628,0.3604717375300073,0.6383531736532584,0.9665252392662813,1.6929854207708566,2.413098644303677,3.1928032956707213,3.432201314731436,4.042640685790487,5.06584426644191,6.113876043326869,7.360557985298918,8.867622713362518,10.87846167309786,13.16301092032374,15.419048813370216,18.336491194405333,20.2172462698166,23.02422707715194,26.41883270645599,30.01966959304422,33.920012533826494,
Puerto Rico,PRI,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.0,0.027254662,0.135102783,0.268160428,1.331822159,2.647646679,5.265682651,10.4746,15.63,17.5476,19.707,22.1307,23.4001,25.4424,27.86,38.0,41.5,45.3,48.0,69.0,69.0,76.1339,63.4663,68.6438,68.7408,70.8564,77.7364,,84.7867,87.2918,
"Korea, Dem. People's Rep.",PRK,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
Portugal,PRT,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.10023057,0.250426501,0.450161608,0.718905754,1.494334529,2.98087767,4.953001955,9.870446442,14.74233784,16.4305,18.0871,19.37,29.67,31.78,34.99,38.01,42.09,44.13,48.27,53.3,55.25,60.34,62.0956,64.5924,68.6329,70.4236,73.7912,74.661,75.3464,78.2617,82.309,84.4969,85.7901
Paraguay,PRY,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.020359612,0.099576719,0.194904951,0.38165732,0.747631,1.09879,1.79497,2.11194,3.45244,7.90701,7.96207,11.21,14.27,18.9,19.8,24.7635,29.34,36.9,43.0074,49.7163,53.4041,61.0758,64.9935,68.5176,73.9575,77.0184,76.2592,78.0948
West Bank and Gaza,PSE,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.11131,1.83685,3.10009,4.13062,4.4009,16.005,18.41,21.176,24.358,32.23,37.4,41.08,43.4,46.6,53.6652,56.7,59.9,63.3,64.4,70.6226,76.01,81.83,88.6469,86.6377
